time,seconds_elapsed,z,y,x
1772536278900618800,0.10261865234375,-0.035514380973577495,0.04473214504346251,-0.017124591671675442
1772536278910667800,0.112667724609375,-0.11493044751584529,0.03069682462401688,-0.011777568087913096
1772536278920715800,0.1227158203125,-0.06680968294739723,0.044185178685188294,-0.02787416841872036
1772536278930763800,0.132763671875,0.006726093384623527,0.10141133299022913,0.01838657443150878
1772536278940812800,0.142812744140625,0.036599838122725485,0.16589016183726488,0.1292545217487961
1772536278950860300,0.1528603515625,0.0591816722869873,0.1683225766159594,0.19992040520031004
1772536278960908300,0.162908203125,0.06866203281581401,0.12223061446137726,0.20115834949743003
1772536278970957300,0.172957275390625,0.07487316241562365,0.09467274545021355,0.19549714539796112
1772536278981005300,0.18300537109375,0.07684183214008808,0.09592961364351213,0.1670649047050625
1772536278991054300,0.193054443359375,0.08309212470650672,0.12360080683603882,0.11916932719461619
1772536279001102300,0.203102294921875,0.17476678431928155,0.16926731012016533,0.07747969165220857
1772536279011150000,0.213150146484375,0.16863748778402804,0.15968736167438327,0.10341474523451179
1772536279021199000,0.22319921875,0.013970073163509369,0.08422850832529366,0.14175430316403506
1772536279031247000,0.2332470703125,-0.07228840661942959,0.008515314888954162,0.07693659775145352
1772536279041296100,0.243296142578125,-0.025118074643611907,0.03130480045452714,0.027118144153337922
1772536279051344100,0.25334423828125,-0.02580021168887615,0.07866334847882389,0.039421179153770206
1772536279061392400,0.263392333984375,-0.07006020917594433,0.06888305515535176,0.022846476449817417
1772536279071441200,0.273441162109375,-0.1446194833368063,-0.008073416340351105,-0.04632398081216961
1772536279081489400,0.283489501953125,-0.19807868632376194,-0.08276135838218032,-0.09824506924534215
1772536279091538200,0.2935380859375,-0.14528408472537993,-0.09792626735344528,-0.08348331598117947
1772536279101586400,0.30358642578125,-0.05352233135104179,-0.10674597201645374,-0.025467892728280275
1772536279111634200,0.31363427734375,-0.0407166257917881,-0.1356198189970106,0.000046962680574506516
1772536279121683200,0.32368310546875,-0.06807751092612743,-0.17394779608659444,-0.0375619246205315
1772536279131731200,0.333731201171875,-0.08992752368450165,-0.17176102663204074,-0.07387353865271434
1772536279141780200,0.3437802734375,-0.08707096520960331,-0.1396684368006885,-0.10123860677182674
1772536279151828200,0.353828125,-0.10247428604662417,-0.09699227443896233,-0.053164110764209176
1772536279161876200,0.363876220703125,-0.18537585661709308,-0.044371348907053465,0.01580828490871936
1772536279171925200,0.37392529296875,-0.12334697820544242,-0.024835458309948443,-0.06647504416555165
1772536279181973200,0.38397314453125,0.0178290866792202,-0.004561681892350316,-0.08601786682694218
1772536279192022300,0.394022216796875,0.0503846178472042,0.014317644492164253,-0.10095486706015654
1772536279202070300,0.4040703125,0.04354746530354023,0.0203816207062453,-0.07880296701206825
1772536279212118300,0.4141181640625,-0.030721886000037193,-0.01285970076881349,0.008557126470375806
1772536279222167300,0.424167236328125,-0.10279401952028273,-0.04060176724046469,0.0769953696008306
1772536279232215000,0.434215087890625,-0.10910744045078753,-0.002581687056273222,0.08172940325224771
1772536279242264300,0.444264404296875,-0.061109425479173654,0.015554565875977276,0.040581884363060816
1772536279252312000,0.45431201171875,-0.006565934386849403,0.011926511571928857,-0.053614073888259006
1772536279262360300,0.4643603515625,0.04998538939654827,0.005625219470635056,-0.1302176128936
1772536279272409000,0.4744091796875,0.021004209583997725,-0.016401318898424506,-0.1424162650709506
1772536279282457000,0.48445703125,0.007243395256996154,-0.05944046935364604,-0.12647517496226354
1772536279292506000,0.494506103515625,0.03504033372104168,-0.1005376188956201,-0.07373621254125609
1772536279302554000,0.50455419921875,0.0035790275305509567,-0.13186185470297931,-0.04689457464120351
1772536279312602400,0.514602294921875,-0.02752221317589283,-0.14867898786067962,-0.06454203940951266
1772536279322651100,0.524651123046875,-0.034434769043326374,-0.17703282955512403,-0.062059885471267624
1772536279332699400,0.534699462890625,-0.011605097597837448,-0.17491927146725356,-0.06493591583161615
1772536279342748200,0.544748046875,-0.0072188453376293175,-0.16038652291968464,-0.05685397825809195
1772536279352796400,0.55479638671875,0.008473813834786414,-0.13559592666476963,-0.022619946818100287
1772536279362844200,0.56484423828125,-0.015598551148176192,-0.11149828111007809,-0.0017025661341845987
1772536279372893400,0.5748935546875,-0.043076925182342525,-0.09404000050462782,-0.011527191789727657
1772536279382941200,0.584941162109375,-0.012926117068529128,-0.0546349322354421,-0.048053005695017054
1772536279392990500,0.594990478515625,0.05013093534708023,-0.012606931584142148,-0.061920266938023265
1772536279403038200,0.6050380859375,0.050965048083662985,-0.00483991431184113,-0.052953573286067694
1772536279413086200,0.615086181640625,-0.018823358413577077,-0.01667381569687277,-0.017780215169349686
1772536279423135200,0.62513525390625,-0.027875264397263524,-0.010255582685023546,0.03508634655354544
1772536279433183200,0.635183349609375,-0.016320435681939124,0.015190920195356011,0.0396599654788617
1772536279443232300,0.645232177734375,-0.05909691661298275,0.027840960268862545,0.012301856823498382
1772536279453280300,0.6552802734375,-0.04287935678362846,0.012241130479052661,-0.024882612786768003
1772536279463328000,0.665327880859375,-0.0034141923576593396,-0.0038094022203236815,-0.00007069974918849765
1772536279473377300,0.675377197265625,-0.03641980538070202,-0.036614597300440074,0.05676822707024402
1772536279483425000,0.685425048828125,-0.054853287693858145,-0.06521247688382864,0.07050932291662321
1772536279493474300,0.695474365234375,0.01734627159833908,-0.0552458672080189,0.030458225528593175
1772536279503522000,0.70552197265625,0.0649023880213499,-0.014419643561914563,-0.029007990187662654
1772536279513570300,0.7155703125,0.03375730817317962,0.028814189215190706,-0.03880662288542371
1772536279523619000,0.725619140625,0.013852584263682365,0.002226151616871357,-0.028444670916208996
1772536279533667300,0.735667236328125,-0.04924947633743286,-0.056661981083638964,-0.014813853344158268
1772536279543716000,0.745716064453125,-0.09672551326155662,-0.09614650779720395,0.028709139671828598
1772536279553764400,0.755764404296875,-0.12930150269567967,-0.12756901634726672,0.05857739538406022
1772536279563812400,0.765812255859375,-0.12080430798530578,-0.13646218810528515,0.06329012138596736
1772536279573861000,0.775861083984375,-0.10041852256059645,-0.1330423331918195,0.06141646386804059
1772536279583909400,0.785909423828125,-0.11434417206048965,-0.10860252313595264,0.0586760608524084
1772536279593958100,0.795958251953125,-0.14888123243451118,-0.10257281451765447,0.05782887857169844
1772536279604006400,0.80600634765625,-0.16836626962721346,-0.11193433443978427,0.05293408313430845
1772536279614054100,0.81605419921875,-0.1472714591503143,-0.10186590835731477,0.020667451910302042
1772536279624103400,0.826103515625,-0.0818248812496662,-0.03486709604598581,0.0017375004502478985
1772536279634151200,0.836151123046875,-0.05394260258972645,0.0535217468291521,0.041528298367699605
1772536279644200400,0.846200439453125,-0.07898761199712753,0.07652027203552425,0.032455934117874126
1772536279654248200,0.856248291015625,-0.06109539695382118,0.020607063492573796,-0.025765907560475167
1772536279664296200,0.866296142578125,-0.05717442411780357,-0.04057802103869617,-0.06866811549672856
1772536279674345200,0.87634521484375,-0.00840951642692089,-0.07033723601903766,-0.04455180177418515
1772536279684393200,0.886393310546875,0.029338322687149046,-0.07250961162205785,-0.016631081666843964
1772536279694442200,0.896442138671875,0.046751814302802085,-0.07134184648431838,-0.015449772060941903
1772536279704490200,0.906490234375,0.07387889068126678,-0.0695955142736435,-0.02648904333640821
1772536279714538200,0.916538330078125,0.10236556497514247,-0.07372293293457478,-0.07938691351301967
1772536279724587300,0.926587158203125,0.1026391212195158,-0.10951244105510413,-0.08912459153747186
1772536279734635000,0.936635009765625,0.06505319466888904,-0.15418076361473648,-0.07793591098710895
1772536279744684300,0.946684326171875,0.04454758225679397,-0.1842188686016947,-0.028743416400765998
1772536279754732000,0.95673193359375,0.04182955546975135,-0.17990158992446958,0.013304576725792138
1772536279764780300,0.9667802734375,0.023064649245142937,-0.15996332907155156,-0.01694889717805199
1772536279774829000,0.9768291015625,0.048180385801196095,-0.11277703234162181,-0.029988621555734424
1772536279784877300,0.986877197265625,0.05639817904829979,-0.07071699258424341,-0.02714624686981551
1772536279794926000,0.996926025390625,0.03915478330254554,-0.05777903894744813,-0.0476093079149723
1772536279804974300,1.006974365234375,0.03684007661938667,-0.050603155968710775,-0.025057677092729134
1772536279815022300,1.017022216796875,0.015187632259726523,-0.024471447303146123,0.03855323721282184
1772536279825071400,1.0270712890625,-0.02043839239478111,-0.022625965566933155,0.01645848331260495
1772536279835119400,1.037119384765625,-0.03980944781899452,-0.031848953801207246,0.012475423292117193
1772536279845168000,1.047168212890625,-0.06882569894492625,-0.030238522929884493,0.025264725705841554
1772536279855216400,1.05721630859375,-0.09595862054228782,-0.04589019250478595,0.02383345992686227
1772536279865264000,1.06726416015625,-0.09948270301520824,-0.05569868900943547,0.03532408256586641
1772536279875313400,1.0773134765625,-0.0877507641673088,-0.06590948270466178,0.03562609771974384
1772536279885361200,1.087361083984375,-0.11044015035927295,-0.061959685632959005,0.048178157311491665
1772536279895410200,1.09741015625,-0.1415080733180046,-0.06276351282913238,0.03916354199773632
1772536279905458200,1.107458251953125,-0.11858078671693802,-0.049902898744866246,0.01320645924671553
1772536279915507200,1.117507080078125,-0.07774141132831573,-0.02274279687963426,0.007881930622551589
1772536279925555200,1.12755517578125,-0.07899696434736252,-0.038720227810181675,-0.0009107855688314884
1772536279935603200,1.137603271484375,-0.041973932376503945,-0.05050985166206955,-0.012876770634623244
1772536279945652200,1.14765234375,0.00040448914766311644,-0.04939856595192104,0.014571372658060864
1772536279955700500,1.157700439453125,-0.021094225955009458,-0.04825918665844947,0.04052482041358016
1772536279965749500,1.16774951171875,-0.026853520134091376,-0.059829870530031616,0.029080164941307156
1772536279975797500,1.177797607421875,-0.013464461728930472,-0.029874329259991644,-0.005108529519615695
1772536279985845200,1.18784521484375,0.03969838865995407,-0.013684315024688838,-0.043147003877023235
1772536279995894500,1.19789453125,0.06484042870104313,-0.008245375373773277,-0.02268785182200372
1772536280005942300,1.2079423828125,0.025344284614920616,-0.05313822740428149,-0.01478083242396824
1772536280015991600,1.217991455078125,0.025574001717567442,-0.10426087720245122,-0.021498249311791732
1772536280026039300,1.228039306640625,0.05581716428995132,-0.10040902407988905,-0.019010706812376155
1772536280036087600,1.238087646484375,0.07521452319920062,-0.09494126019328832,-0.0406641558190342
1772536280046136300,1.24813623046875,0.07027765131890773,-0.08867529513370245,-0.033639490479789674
1772536280056184600,1.2581845703125,0.05404840105175972,-0.11650606280211359,-0.03871748786382377
1772536280066233300,1.2682333984375,0.07138415125608444,-0.114663138349168,-0.06693737358083017
1772536280076281600,1.278281494140625,0.0965127472937107,-0.08998100743740796,-0.060178967095492406
1772536280086329300,1.288329345703125,0.05494564215242862,-0.07794818594679236,-0.038263615749636666
1772536280096378400,1.29837841796875,-0.006767594438791275,-0.08648538387399167,-0.02665928533677943
1772536280106426400,1.30842626953125,-0.013677227696776388,-0.06797938431389629,-0.04215830336692743
1772536280116475400,1.318475341796875,-0.08133914355933666,-0.04676522177364677,-0.02430729711684398
