version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,Pixel 6,1772572019143,2026-03-03_21-06-59,Africa/Kigali,android,1.54.1,2102950b-bc3f-4b51-84b3-ed8f66e9f07c,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,36
