version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 11,1772536712673,2026-03-03_11-18-32,Africa/Kigali,ios,1.54,dd43d12e-6faa-4626-9b53-418d68c6a127,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.2.1,system
